-50000,103,104
-49500,103,104
-49000,103,104
-48500,103,104
-48000,103,104
-47500,103,104
-47000,103,104
-46500,103,104
-46000,103,104
-45500,103,104
-45000,103,104
-44500,103,104
-44000,103,104
-43500,103,104
-43000,103,104
-42500,103,104
-42000,103,104
-41500,103,104
-41000,103,104
-40500,103,104
-40000,103,104
-39500,103,104
-39000,103,104
-38500,103,104
-38000,103,104
-37500,103,104
-37000,103,104
-36500,103,104
-36000,103,104
-35500,103,104
-35000,103,104
-34500,103,104
-34000,103,104
-33500,103,104
-33000,103,104
-32500,103,104
-32000,103,104
-31500,103,104
-31000,103,104
-30500,103,104
-30000,103,104
-29500,103,104
-29000,103,104
-28500,103,104
-28000,103,104
-27500,103,104
-27000,103,104
-26500,103,104
-26000,103,104
-25500,103,104
-25000,103,104
-24500,103,104
-24000,103,104
-23500,103,104
-23000,103,104
-22500,103,104
-22000,103,104
-21500,103,104
-21000,103,104
-20500,103,104
-20000,103,104
-19500,103,104
-19000,103,104
-18500,103,104
-18000,103,104
-17500,103,104
-17000,103,104
-16500,103,104
-16000,103,104
-15500,103,104
-15000,103,104
-14500,103,104
-14000,103,104
-13500,103,104
-13000,103,104
-12500,103,104
-12000,103,104
-11500,103,104
-11000,103,104
-10500,103,104
-10000,103,104
-9500,103,104
-9000,103,104
-8500,103,104
-8000,103,104
-7500,103,104
-7000,103,104
-6500,103,104
-6000,103,104
-5500,103,104
-5000,103,104
-4500,103,104
-4000,103,104
-3500,103,104
-3000,103,104
-2500,103,104
-2000,103,104
-1500,103,104
-1000,103,104
-500,103,104
0,103,104
500,103,104
1000,103,104
1500,103,104
2000,103,104
2500,103,104
3000,103,104
3500,103,104
4000,103,104
4500,103,104
5000,103,104
5500,103,104
6000,103,104
6500,103,104
7000,103,104
7500,103,104
8000,103,104
8500,103,104
9000,103,104
9500,103,104
10000,103,104
10500,103,104
11000,103,104
11500,103,104
12000,103,104
12500,103,104
13000,103,104
13500,103,104
14000,103,104
14500,103,104
15000,103,104
15500,103,104
16000,103,104
16500,103,104
17000,103,104
17500,103,104
18000,103,104
18500,103,104
19000,103,104
19500,103,104
20000,103,104
20500,103,104
21000,103,104
21500,103,104
22000,103,104
22500,103,104
23000,103,104
23500,103,104
24000,103,104
24500,103,104
25000,103,104
25500,103,104
26000,103,104
26500,103,104
27000,103,104
27500,103,104
28000,103,104
28500,103,104
29000,103,104
29500,103,104
30000,103,104
30500,103,104
31000,103,104
31500,103,104
32000,103,104
32500,103,104
33000,103,104
33500,103,104
34000,103,104
34500,103,104
35000,103,104
35500,103,104
36000,103,104
36500,103,104
37000,103,104
37500,103,104
38000,103,104
38500,103,104
39000,103,104
39500,103,104
40000,103,104
40500,103,104
41000,103,104
41500,103,104
42000,103,104
42500,103,104
43000,103,104
43500,103,104
44000,103,104
44500,103,104
45000,103,104
45500,103,104
46000,103,104
46500,103,104
47000,103,104
47500,103,104
48000,103,104
48500,103,104
49000,103,104
49500,103,104
50000,103,104
