0,2.813
2,2.683
4,2.471
6,2.339
8,2.179
10,1.991
12,1.740
14,1.534
16,1.280
18,1.105
20,0.922
22,0.747
24,0.560
26,0.446
28,0.322
30,0.211
32,0.1332
34,0.0887
36,0.0763
38,0.0888
40,0.1309
42,0.2011
44,0.301
46,0.444
48,0.562
50,0.716
52,0.922
54,1.173
56,1.363
58,1.589
60,1.702
62,1.968
64,2.175
66,2.342
68,2.498
70,2.687
72,2.813
74,2.906
76,2.999
78,3.06
80,3.09
82,3.10
84,3.05
86,3.02
88,2.932
90,2.830
92,2.768
94,2.533
96,2.374
98,2.166
100,1.954
102,1.758
104,1.555
106,1.284
108,1.098
110,0.934
112,0.746
114,0.587
116,0.414
118,0.307
120,0.222
122,0.1395
124,0.0997
126,0.0824
128,0.1002
130,0.1491
132,0.2222
134,0.320
136,0.419
138,0.581
140,0.761
142,0.936
144,1.128
146,1.347
148,1.599
150,1.738
152,1.955
154,2.161
156,2.336
158,2.528
160,2.670
162,2.819
164,2.933
166,2.99
168,3.05
170,3.09
172,3.1
174,3.06
176,2.999
178,2.912
180,2.811
182,2.670
184,2.527
186,2.342
188,2.124
190,1.959
192,1.745
194,1.558
196,1.316
198,1.131
200,0.904
202,0.729
204,0.578
206,0.420
208,0.315
210,0.217
212,0.1471
214,0.1044
216,0.0855
218,0.1004
220,0.1584
222,0.2195
224,0.2955
226,0.425
228,0.585
230,0.754
232,0.910
234,1.138
236,1.340
238,1.545
240,1.768
242,1.984
244,2.156
246,2.348
248,2.501
250,2.656
252,2.827
254,2.930
256,3.02
258,3.08
260,3.11
262,3.1
264,3.06
266,3
268,2.933
270,2.833
272,2.710
274,2.531
276,2.356
278,2.132
280,1.942
282,1.764
284,1.544
286,1.357
288,1.136
290,0.945
292,0.772
294,0.583
296,0.467
298,0.344
300,0.218
302,0.1512
304,0.1037
306,0.0888
308,0.1042
310,0.1378
312,0.2251
314,0.326
316,0.452
318,0.620
320,0.766
322,0.991
324,1.167
326,1.367
328,1.564
330,1.740
332,1.954
334,2.153
336,2.393
338,2.525
340,2.690
342,2.846
344,2.938
346,3.01
348,3.07
350,3.09
352,3.08
354,3.06
356,3.01
358,2.933
360,2.798
