0,1.361
2,1.418
4,1.466
6,1.512
8,1.555
10,1.597
12,1.644
14,1.685
16,1.710
18,1.742
20,1.757
22,1.773
24,1.782
26,1.780
28,1.778
30,1.766
32,1.750
34,1.730
36,1.701
38,1.666
40,1.638
42,1.603
44,1.557
46,1.515
48,1.480
50,1.436
52,1.395
54,1.353
56,1.320
58,1.290
60,1.260
62,1.235
64,1.213
66,1.205
68,1.199
70,1.194
72,1.200
74,1.207
76,1.223
78,1.244
80,1.264
82,1.293
84,1.325
86,1.362
88,1.399
90,1.442
92,1.482
94,1.515
96,1.557
98,1.598
100,1.635
102,1.666
104,1.690
106,1.721
108,1.741
110,1.755
112,1.766
114,1.770
116,1.768
118,1.762
120,1.750
122,1.729
124,1.710
126,1.681
128,1.649
130,1.620
132,1.585
134,1.543
136,1.501
138,1.457
140,1.422
142,1.378
144,1.344
146,1.309
148,1.289
150,1.258
152,1.242
154,1.218
156,1.209
158,1.199
160,1.194
162,1.197
164,1.202
166,1.214
168,1.231
170,1.252
172,1.280
174,1.300
176,1.342
178,1.372
180,1.399
182,1.439
184,1.473
186,1.507
188,1.540
190,1.581
192,1.619
194,1.637
196,1.671
198,1.689
200,1.707
202,1.720
204,1.729
206,1.733
208,1.730
210,1.726
212,1.716
214,1.696
216,1.680
218,1.654
220,1.625
222,1.593
224,1.557
226,1.524
228,1.489
230,1.451
232,1.417
234,1.378
236,1.347
238,1.315
240,1.294
242,1.273
244,1.249
246,1.235
248,1.229
250,1.224
252,1.227
254,1.234
256,1.245
258,1.261
260,1.284
262,1.313
264,1.348
266,1.378
268,1.420
270,1.453
272,1.495
274,1.538
276,1.581
278,1.621
280,1.654
282,1.694
284,1.727
286,1.750
288,1.771
290,1.791
292,1.801
294,1.805
296,1.802
298,1.795
300,1.779
302,1.757
304,1.728
306,1.706
308,1.670
310,1.633
312,1.584
314,1.546
316,1.495
318,1.446
320,1.397
322,1.346
324,1.303
326,1.263
328,1.227
330,1.194
332,1.167
334,1.144
336,1.126
338,1.120
340,1.115
342,1.117
344,1.130
346,1.154
348,1.166
350,1.204
352,1.244
354,1.272
356,1.314
358,1.357
360,1.398
