260657,3229
260658,12210
260659,12406
260660,12449
260661,12579
260662,12310
260663,12258
260664,12398
260665,12364
260666,12591
260667,12455
260668,12384
260669,12176
260670,12511
260671,12626
260672,12381
260673,12423
260674,12349
260675,12392
260676,12447
260677,5751
260678,6851
260679,12626
260680,12368
260681,12353
260682,12463
260683,1787
260684,12109
260685,12456
260686,12544
260687,12560
260688,12611
260689,12700
260690,12656
260691,12386
260692,12588
260693,12554
260694,12447
260695,12569
260696,12710
260697,12637
260698,12854
260699,12645
260700,12495
260701,12598
260702,12576
260703,12470
260704,12492
260705,12494
260706,12673
260707,12548
260708,12562
260709,12464
260710,12392
260711,12471
260712,12481
260713,12411
260714,12399
260715,12442
260716,12348
260717,9470
